100,2.311394
200,2.310832
300,2.311956
400,2.306885
500,2.309090
600,2.309148
700,2.302896
800,2.311601
900,2.308335
1000,2.308683
1100,2.304978
1200,2.309779
1300,2.305408
1400,2.310010
1500,2.310098
1600,2.310476
1700,2.306736
1800,2.305920
1900,2.307698
2000,2.307452
2100,2.306171
2200,2.306705
2300,2.302929
2400,2.307710
2500,2.295971
2600,2.307037
2700,2.299022
2800,2.300589
2900,2.301172
3000,2.300529
3100,2.295382
3200,2.298432
3300,2.298359
3400,2.291907
3500,2.291355
3600,2.297030
3700,2.294865
3800,2.290580
3900,2.287596
4000,2.287018
4100,2.290955
4200,2.281951
4300,2.282016
4400,2.279066
4500,2.280415
4600,2.271685
4700,2.271336
4800,2.268034
4900,2.261520
5000,2.271018
5100,2.273668
5200,2.249493
5300,2.258299
5400,2.242658
5500,2.248659
5600,2.237044
5700,2.241762
5800,2.234192
5900,2.225559
6000,2.226348
6100,2.218300
6200,2.204569
6300,2.223242
6400,2.202464
6500,2.181103
6600,2.173090
6700,2.174644
6800,2.167398
6900,2.160087
7000,2.152095
7100,2.145979
7200,2.120327
7300,2.095747
7400,2.109423
7500,2.087244
7600,2.075501
7700,2.051013
7800,2.044442
7900,2.017796
8000,2.034059
8100,2.013315
8200,1.974719
8300,1.962585
8400,1.960708
8500,1.942621
8600,1.924953
8700,1.906868
8800,1.885752
8900,1.869596
9000,1.872262
9100,1.789539
9200,1.817267
9300,1.831383
9400,1.762337
9500,1.755729
9600,1.747702
9700,1.743001
9800,1.699724
9900,1.678073
10000,1.681319
10100,1.670194
10200,1.632306
10300,1.658727
10400,1.626587
10500,1.557187
10600,1.602882
10700,1.550850
10800,1.556282
10900,1.502737
11000,1.510406
11100,1.524413
11200,1.496634
11300,1.511135
11400,1.456054
11500,1.433678
11600,1.435686
11700,1.473964
11800,1.410529
11900,1.396812
12000,1.403913
12100,1.378078
12200,1.396189
12300,1.376253
12400,1.366211
12500,1.332207
12600,1.360901
12700,1.363189
12800,1.307439
12900,1.322575
13000,1.311461
13100,1.306945
13200,1.266531
13300,1.244906
13400,1.263175
13500,1.263405
13600,1.298861
13700,1.255237
13800,1.242965
13900,1.240222
14000,1.209035
14100,1.177204
14200,1.214807
14300,1.208704
14400,1.207311
14500,1.152590
14600,1.178133
14700,1.162979
14800,1.134281
14900,1.171960
15000,1.166865
15100,1.108588
15200,1.097323
15300,1.133085
15400,1.121100
15500,1.123049
15600,1.104311
15700,1.089320
15800,1.126345
15900,1.071039
16000,1.102517
16100,1.079792
16200,1.092908
16300,1.075431
16400,1.091700
16500,1.052417
16600,1.064141
16700,1.041853
16800,1.063219
16900,1.053223
17000,1.038257
17100,1.035120
17200,1.008456
17300,1.017866
17400,1.013030
17500,1.025723
17600,0.973104
17700,1.003812
17800,0.999690
17900,0.982982
