100,2.310155
200,2.310343
300,2.309695
400,2.302899
500,2.308075
600,2.310200
700,2.307281
800,2.305188
900,2.303840
1000,2.309914
1100,2.304119
1200,2.301670
1300,2.304484
1400,2.301928
1500,2.306566
1600,2.300953
1700,2.304163
1800,2.304518
1900,2.306209
2000,2.305060
2100,2.297349
2200,2.301264
2300,2.296196
2400,2.300560
2500,2.296609
2600,2.298959
2700,2.291816
2800,2.295851
2900,2.295997
3000,2.290773
3100,2.292039
3200,2.281894
3300,2.286149
3400,2.282281
3500,2.284469
3600,2.275449
3700,2.271101
3800,2.274431
3900,2.273842
4000,2.275371
4100,2.259870
4200,2.254355
4300,2.257718
4400,2.244128
4500,2.238225
4600,2.243484
4700,2.229056
4800,2.228215
4900,2.219731
5000,2.207754
5100,2.182551
5200,2.178397
5300,2.187136
5400,2.156679
5500,2.158418
5600,2.163618
5700,2.125776
5800,2.134178
5900,2.104468
6000,2.097034
6100,2.109235
6200,2.072366
6300,2.060351
6400,2.044977
6500,2.043450
6600,2.042669
6700,2.019045
6800,1.996455
6900,1.974220
7000,1.971670
7100,1.977338
7200,1.936929
7300,1.936382
7400,1.897115
7500,1.879649
7600,1.878891
7700,1.870891
7800,1.843583
7900,1.845342
8000,1.793494
8100,1.779063
8200,1.790095
8300,1.747132
8400,1.710823
8500,1.721122
8600,1.681609
8700,1.690212
8800,1.676501
8900,1.638039
9000,1.654121
9100,1.566208
9200,1.596731
9300,1.579314
9400,1.576595
9500,1.530532
9600,1.559152
9700,1.564027
9800,1.500266
9900,1.517435
10000,1.487759
10100,1.454880
10200,1.435808
10300,1.452816
10400,1.455433
10500,1.411641
10600,1.437939
10700,1.373979
10800,1.381330
10900,1.380014
11000,1.364181
11100,1.368127
11200,1.354195
11300,1.357079
11400,1.312172
11500,1.321900
11600,1.292844
11700,1.302138
11800,1.283327
11900,1.341434
12000,1.287331
12100,1.278142
12200,1.209243
12300,1.241521
12400,1.238949
12500,1.212191
12600,1.253664
12700,1.221092
12800,1.191649
12900,1.230639
13000,1.172478
13100,1.175310
13200,1.144120
13300,1.162377
13400,1.143050
13500,1.162053
13600,1.141692
13700,1.136458
13800,1.103016
13900,1.161380
14000,1.092383
14100,1.097718
14200,1.104295
14300,1.105054
14400,1.058634
14500,1.091522
14600,1.078541
14700,1.090852
14800,1.046732
14900,1.065814
15000,1.048065
15100,1.034292
15200,1.056181
15300,1.058048
15400,1.042193
15500,1.032564
15600,1.005120
15700,1.014399
15800,1.020711
15900,1.032765
16000,1.007228
16100,0.969357
16200,0.999697
16300,0.990352
16400,0.987734
16500,0.904904
16600,0.963835
16700,0.958072
16800,1.002779
16900,0.984932
17000,0.959082
17100,0.920637
17200,0.922041
17300,0.935264
17400,0.940160
17500,0.914312
17600,0.955477
17700,0.960355
17800,0.920197
17900,0.931980
18000,0.943190
18100,0.937172
18200,0.961011
18300,0.918519
18400,0.896793
18500,0.920449
18600,0.906774
18700,0.927378
18800,0.919400
18900,0.880540
19000,0.899844
19100,0.865465
19200,0.863459
19300,0.865182
19400,0.861743
19500,0.885813
19600,0.878147
19700,0.847498
19800,0.829038
19900,0.872036
20000,0.864027
20100,0.841224
20200,0.864694
20300,0.844519
20400,0.857618
20500,0.857356
20600,0.864727
20700,0.833782
20800,0.855314
20900,0.844870
21000,0.815176
21100,0.825906
21200,0.826444
21300,0.803740
21400,0.800612
21500,0.788540
21600,0.811164
21700,0.781831
21800,0.810833
21900,0.775974
22000,0.759704
22100,0.768713
22200,0.812567
22300,0.801432
22400,0.818752
22500,0.798376
22600,0.773298
22700,0.760672
22800,0.761239
22900,0.791776
23000,0.788239
23100,0.779128
23200,0.777901
23300,0.773922
23400,0.772254
23500,0.784289
23600,0.763482
23700,0.732602
23800,0.773144
23900,0.789940
24000,0.751703
24100,0.782341
24200,0.752261
24300,0.744597
24400,0.735820
24500,0.742533
24600,0.730949
24700,0.732048
24800,0.748227
24900,0.728383
25000,0.702143
25100,0.724814
25200,0.710644
25300,0.733412
25400,0.728901
25500,0.722459
25600,0.703206
25700,0.699822
25800,0.724740
25900,0.736209
26000,0.697323
26100,0.691761
26200,0.699036
26300,0.725772
26400,0.672176
26500,0.721929
26600,0.691175
26700,0.710224
26800,0.693806
26900,0.695110
27000,0.696799
27100,0.694010
27200,0.682058
27300,0.679863
27400,0.710979
27500,0.711990
27600,0.656583
27700,0.677611
27800,0.687244
27900,0.710417
28000,0.698709
28100,0.690007
28200,0.650699
28300,0.689286
28400,0.663814
28500,0.680611
28600,0.666088
28700,0.656602
28800,0.671163
28900,0.674779
29000,0.658805
29100,0.668600
29200,0.666659
29300,0.655733
29400,0.667285
29500,0.646214
29600,0.649430
29700,0.664851
29800,0.625870
29900,0.647558
30000,0.650411
30100,0.657031
30200,0.616587
30300,0.636951
30400,0.667394
30500,0.676397
30600,0.650697
30700,0.686481
30800,0.627932
30900,0.659425
31000,0.671529
31100,0.626629
31200,0.621170
31300,0.643251
31400,0.611058
31500,0.638582
31600,0.633259
31700,0.625578
31800,0.644151
31900,0.619409
32000,0.656604
32100,0.634883
32200,0.628974
32300,0.597210
32400,0.627730
32500,0.594420
32600,0.634839
32700,0.638200
32800,0.610610
32900,0.625959
33000,0.598163
33100,0.610014
33200,0.596731
33300,0.617377
33400,0.598065
33500,0.598081
33600,0.602037
33700,0.587368
33800,0.596747
33900,0.596156
34000,0.598532
34100,0.585622
34200,0.588508
34300,0.604347
34400,0.589633
34500,0.615403
34600,0.605043
34700,0.611986
34800,0.580659
34900,0.621919
35000,0.580924
35100,0.588342
35200,0.575472
35300,0.598565
35400,0.609165
35500,0.572456
35600,0.588997
35700,0.556246
35800,0.618420
35900,0.571960
36000,0.605894
36100,0.601049
36200,0.606131
36300,0.582152
36400,0.572209
36500,0.600134
36600,0.549004
36700,0.565314
36800,0.609663
36900,0.580655
37000,0.584287
37100,0.539274
37200,0.578119
37300,0.587174
37400,0.569814
37500,0.568069
37600,0.565918
37700,0.567144
37800,0.572008
37900,0.570405
38000,0.571455
38100,0.595733
38200,0.562371
38300,0.561360
38400,0.578584
38500,0.558786
38600,0.587589
38700,0.538579
38800,0.540013
38900,0.567861
39000,0.572773
39100,0.555244
39200,0.570313
39300,0.532519
39400,0.571806
39500,0.549348
39600,0.544174
39700,0.540469
39800,0.527809
39900,0.562824
40000,0.558644
40100,0.573784
40200,0.536020
40300,0.553406
40400,0.509375
40500,0.609734
40600,0.532951
40700,0.529351
40800,0.542095
40900,0.536018
41000,0.571461
41100,0.574795
41200,0.485263
41300,0.531545
41400,0.524976
41500,0.520714
41600,0.548411
41700,0.541842
41800,0.516778
41900,0.533440
42000,0.552152
42100,0.542615
42200,0.507134
42300,0.530950
42400,0.517100
42500,0.519282
42600,0.514202
42700,0.527145
42800,0.518048
42900,0.520953
43000,0.476826
43100,0.507569
